date,currency,event,importance,actual,forecast,previous,timestamp
2014-01-16,USD,CPI_EX_FOOD_ENERGI,Medium,0.1,0.1,0.2,1389879000000
2014-01-16,USD,CPI,High,1.5,1.5,1.2,1389879000000
2014-01-16,USD,CPI_EX_FOOD_ENERGI,High,1.7,1.7,1.7,1389879000000
2014-01-16,USD,CPI_CORE_INDEX,Low,235.5,235.59,235.24,1389879000000
2014-01-16,USD,CPI,Low,233.05,233.066,233.069,1389879000000
2014-01-16,CAD,INTERN_SECUR_TRANSACT,Low,8.66,,4.44,1389879000000
2014-01-16,USD,JOBLESS_CLAIM,Medium,326,328,328,1389879000000
2014-01-16,USD,CONTINU_CLAIM,Medium,3030,2850,2856,1389879000000
2014-01-16,USD,PHILADELPHIA_FED,Medium,9.4,8.7,6.4,1389884400000
2014-01-16,USD,NAHB_HOUS_KET_INDEX,Medium,56,58,57,1389884400000
2014-01-16,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,-287,-300,-157,1389886200000
2014-01-16,JPY,JAPAN_BUI_FOREIGN_STOCK,Low,157.3,,-9.4,1389916200000
2014-01-16,JPY,FOREIGN_BUI_JAPAN_STOCK,Medium,-219.1,,-68.2,1389916200000
2014-01-16,JPY,JAPAN_BUI_FOREIGN_BOND,Low,-740.6,,-441.2,1389916200000
2014-01-16,JPY,FOREIGN_BUI_JAPAN_BOND,Medium,-743.3,,225.4,1389916200000
2014-01-17,JPY,CONSUM_CONFID_INDEX,Low,41.3,43.2,42.5,1389934800000
2014-01-17,JPY,NATWID_DEPART_STORE_SALE,Low,1.7,,2.4,1389936600000
2014-01-17,JPY,TOKYO_DEPART_STORE_SALE,Low,3.6,,3.9,1389936600000
2014-01-17,CHF,PRODUC_IMPORT_PRICE,Low,-0.4,-0.4,-0.4,1389946500000
2014-01-17,GBP,RETAIL_SALE,Low,2.8,0.3,0.2,1389951000000
2014-01-17,GBP,RETAIL_SALE,Medium,6.1,3.2,2.1,1389951000000
2014-01-17,GBP,RETAIL_SALE_INCL_AUTO,Low,2.6,0.3,0.1,1389951000000
2014-01-17,GBP,RETAIL_SALE_INCL_AUTO,Low,5.3,2.5,1.8,1389951000000
2014-01-17,EUR,ZONE_CONSTRUCT_OUTPUT,Low,-0.6,,-1.1,1389952800000
2014-01-17,EUR,ZONE_CONSTRUCT_OUTPUT_WDA,Low,-1.7,,-2.3,1389952800000
2014-01-17,USD,BUILD_PERMIT,Medium,-3,-0.3,-2.1,1389965400000
2014-01-17,USD,HOUS_START,Low,999,985,1107,1389965400000
2014-01-17,USD,BUILD_PERMIT,Low,986,1014,1017,1389965400000
2014-01-17,USD,HOUS_START,Medium,-9.8,-9.7,23.1,1389965400000
2014-01-17,USD,INDUSTRI_PRODUCT,Medium,0.3,0.3,1,1389968100000
2014-01-17,USD,CAPAC_UTIL,Low,79.2,79.1,79.1,1389968100000
2014-01-17,USD,MANUFACTUR_PRODUCT,Medium,0.4,0.3,0.6,1389968100000
2014-01-17,USD,UOF_MICHIGAN_CONFID,High,80.4,83.5,82.5,1389970500000
2014-01-17,USD,JOLT_JOB_OPENING,Low,4001,3930,3931,1389970800000
2014-01-19,AUD,TD_SECUR_INFLAT,Low,2.7,,2.4,1390174200000
2014-01-19,AUD,TD_SECUR_INFLAT,Low,0.7,,0.2,1390174200000
2014-01-19,GBP,RIGHTMOV_HOUS_PRICE,Low,1,,-1.9,1390176060000
2014-01-19,GBP,RIGHTMOV_HOUS_PRICE,Low,6.3,,5.4,1390176060000
2014-01-19,CNY,BUSI_CLIMAT_INDEX,Low,119.5,,121.5,1390181400000
2014-01-19,CNY,ENTREPRENEUR_CONFID_INDEX,Low,117.1,,119.5,1390181400000
2014-01-19,CNY,GDP,High,7.7,7.7,7.7,1390183200000
2014-01-19,CNY,GDP,Medium,1.8,2,2.2,1390183200000
2014-01-19,CNY,INDUSTRI_PRODUCT,Medium,9.7,9.7,9.7,1390183200000
2014-01-19,CNY,RETAIL_SALE,Medium,13.1,13.1,13,1390183200000
2014-01-19,CNY,GDP,High,7.7,7.6,7.8,1390183200000
2014-01-19,CNY,INDUSTRI_PRODUCT,Medium,9.7,9.8,10,1390183200000
2014-01-19,CNY,FIX_ASSET_EX_RURAL,Medium,19.6,19.8,19.9,1390183200000
2014-01-19,CNY,RETAIL_SALE,Medium,13.6,13.6,13.7,1390183200000
2014-01-20,NZD,REINZ_HOUS_PRICE_INDEX,Low,3847.3,,3885.5,1390186980000
2014-01-20,NZD,REINZ_HOUS_PRICE_INDEX,Low,-1,,1.2,1390186980000
2014-01-20,NZD,REINZ_HOUS_SALE,Low,-1.1,,-6.6,1390186980000
2014-01-20,JPY,INDUSTRI_PRODUCT,Low,-0.1,,0.1,1390192200000
2014-01-20,JPY,INDUSTRI_PRODUCT,Medium,4.8,,5,1390192200000
2014-01-20,JPY,CAPAC_UTIL,Low,-0.5,,1.2,1390192200000
2014-01-20,JPY,MACHIN_TOOL_ORDER,Medium,28.1,,28,1390197600000
2014-01-20,EUR,GERMAN_PRODUC_PRICE,Low,0.1,0,-0.1,1390201200000
2014-01-20,EUR,GERMAN_PRODUC_PRICE,Low,-0.5,-0.6,-0.8,1390201200000
2014-01-20,JPY,CONVENI_STORE_SALE,Low,-0.3,,0.4,1390201200000
2014-01-20,NZD,CPI,Medium,0.1,-0.1,0.9,1390254300000
2014-01-20,NZD,CPI,High,1.6,1.5,1.4,1390254300000
2014-01-21,JPY,SUPERKET_SALE,Low,-0.8,,0.7,1390280400000
2014-01-21,CHF,MONEI_SUPPLI,Low,7.6,,9,1390291200000
2014-01-21,EUR,GERMAN_ZEW_SURVEI_ECONOM_SENTIM,High,61.7,64,62,1390298400000
2014-01-21,EUR,ZONE_ZEW_SURVEI_ECONOM_SENTIM,High,73.3,,68.3,1390298400000
2014-01-21,EUR,GERMAN_ZEW_SURVEI_CURRENT_SITUAT,Medium,41.2,35,32.4,1390298400000
2014-01-21,GBP,CBI_TREND_SELL_PRICE,Low,20,12,11,1390302000000
2014-01-21,GBP,CBI_BUSI_OPTIM,Low,21,25,24,1390302000000
2014-01-21,GBP,CBI_TREND_TOTAL_ORDER,Low,-2,10,12,1390302000000
2014-01-21,CAD,MANUFACTUR_SHIPMENT,Low,1,0.3,0.7,1390311000000
2014-01-21,AUD,WESTPAC_CONSUM_CONF_INDEX,Low,103.3,,105,1390347000000
2014-01-21,AUD,WESTPAC_CONSUM_CONFID,Medium,-1.7,,-4.8,1390347000000
2014-01-21,AUD,CPI,Medium,0.8,0.4,1.2,1390350600000
2014-01-21,AUD,CPI,High,2.7,2.4,2.2,1390350600000
2014-01-21,AUD,CPI_RBA_TRIM_MEAN,Medium,0.9,0.6,0.7,1390350600000
2014-01-21,AUD,CPI_RBA_TRIM_MEAN,Medium,2.6,2.3,2.3,1390350600000
2014-01-21,AUD,CPI_RBA_WEIGHT_MIAN,Medium,0.9,0.6,0.6,1390350600000
2014-01-21,AUD,CPI_RBA_WEIGHT_MIAN,Medium,2.6,2.3,2.4,1390350600000
2014-01-21,CNY,MNIUARI_BUSI,Low,52.2,,58.4,1390355100000
2014-01-22,JPY,BOJ_MONETARI_BASE_TARGET,High,270,270,270,1390360800000
2014-01-22,JPY,TOKYO_CONDOMINIUM_SALE,Low,6.1,,22.3,1390363200000
2014-01-22,JPY,ALL_INDUSTRI_ACTIV_INDEX,Medium,0.3,0.3,-0.4,1390365000000
2014-01-22,JPY,LEAD_INDEX,Low,111.1,,110.8,1390366800000
2014-01-22,JPY,COINCID_INDEX,Low,110.7,,110.5,1390366800000
2014-01-22,GBP,EMPLOY_CHANG_M,Medium,280,256,250,1390383000000
2014-01-22,GBP,CLAIMANT_COUNT_RATE,Medium,3.7,3.7,3.8,1390383000000
2014-01-22,GBP,JOBLESS_CLAIM,Medium,-24,-32,-34.3,1390383000000
2014-01-22,GBP,AVERAG_WEEKLI_EARNING,Medium,0.9,1,0.9,1390383000000
2014-01-22,GBP,WEEKLI_EARNING_EX_BONU,Medium,0.9,1,0.8,1390383000000
2014-01-22,GBP,ILO_UNEMPLOY_RATE,Medium,7.1,7.3,7.4,1390383000000
2014-01-22,GBP,PUBLIC_FINANC_PSNCR_POUND,Medium,9,5,0.7,1390383000000
2014-01-22,GBP,PSNB_EX_INTERVENT,Low,12.1,14,16.8,1390383000000
2014-01-22,GBP,PUBLIC_SECTOR_NET_BORROW_POUND,Medium,10.4,12,15.1,1390383000000
2014-01-22,CHF,ZEW_SURVEI_EXPECT,Medium,36.4,,39.4,1390384800000
2014-01-22,USD,MBA_MORTGAG_APPLIC,Medium,4.7,,11.9,1390392000000
2014-01-22,CAD,BANK_CANADA_RATE_DECISION,High,1,1,1,1390402800000
2014-01-22,NZD,ANZ_JOB_ADVERTIS,Low,-0.7,,-2.5,1390424400000
2014-01-22,NZD,BUSI_NZ_PERFORM_MANUFACTUR_INDEX,Medium,56.4,,57,1390426200000
2014-01-22,JPY,FOREIGN_BUI_JAPAN_BOND,Low,-14.8,,-743.3,1390434600000
2014-01-22,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,-226,,-750.4,1390434600000
2014-01-22,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,-52,,155.2,1390434600000
2014-01-22,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,-71.2,,-218.6,1390434600000
2014-01-22,AUD,CONSUM_INFLAT_EXPECT,Medium,2.3,,2.1,1390435200000
2014-01-22,NZD,ANZ_CONSUM_CONFID_INDEX,Low,135.8,,129.4,1390435200000
2014-01-22,NZD,ANZ_CONSUM_CONFID,Low,4.9,,0.8,1390435200000
2014-01-22,CNY,HSBC_KIT_FLASH_MFG_PMI,Medium,49.6,50.4,50.5,1390441500000
2014-01-22,CNY,CONFER_BOARD_CHINA_DECEMB_LEAD_ECONOM_INDEX,Low,278.8,,277.6,1390442400000
2014-01-23,EUR,FRENCH_PURCHAS_MANAG_INDEX_SERVIC,Low,48.6,48.1,47.8,1390464000000
2014-01-23,EUR,FRENCH_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,48.8,47.5,47,1390464000000
2014-01-23,EUR,GERMAN_PURCHAS_MANAG_INDEX_SERVIC,Medium,53.6,54,53.5,1390465800000
2014-01-23,EUR,GERMAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,56.3,54.6,54.3,1390465800000
2014-01-23,EUR,ZONE_CURRENT_ACCOUNT,Low,23.5,,22.2,1390467600000
2014-01-23,EUR,ZONE_CURRENT_ACCOUNT,Low,27.4,,26.6,1390467600000
2014-01-23,EUR,ZONE_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,53.9,53,52.7,1390467600000
2014-01-23,EUR,ZONE_PURCHAS_MANAG_INDEX_COMPOSIT,Medium,53.2,52.5,52.1,1390467600000
2014-01-23,EUR,ZONE_PURCHAS_MANAG_INDEX_SERVIC,Medium,51.9,51.4,51,1390467600000
2014-01-23,GBP,CBI_REPORT_SALE,Low,14,25,34,1390474800000
2014-01-23,USD,CONTINU_CLAIM,Medium,3056,2925,3022,1390483800000
2014-01-23,CAD,RETAIL_SALE,Medium,0.6,0.2,-0.1,1390483800000
2014-01-23,CAD,RETAIL_SALE_LESS_AUTO,Low,0.4,0.3,0.5,1390483800000
2014-01-23,USD,CHICAGO_FED_NAT_ACTIV_INDEX,Low,0.16,0.9,0.69,1390483800000
2014-01-23,USD,JOBLESS_CLAIM,Medium,326,330,325,1390483800000
2014-01-23,USD,KIT_PMI_PRELIMINARI,Medium,53.7,55,54.4,1390485480000
2014-01-23,USD,HOUS_PRICE_INDEX,Low,0.1,0.4,0.5,1390485600000
2014-01-23,USD,EXISTING_HOME_SALE,Low,4.87,4.93,4.82,1390489200000
2014-01-23,USD,EXISTING_HOME_SALE,Medium,1,0.6,-5.9,1390489200000
2014-01-23,USD,LEAD,Medium,0.1,0.2,1,1390489200000
2014-01-23,EUR,ZONE_CONSUM_CONFID,Medium,-11.7,-13,-13.5,1390489200000
2014-01-23,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,-107,-103,-287,1390491000000
2014-01-23,USD,DOE_CRUDE_OIL_INVENTORI,Low,990,1150,-7658,1390492800000
2014-01-23,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,722,,145,1390492800000
2014-01-23,USD,DOE_GASOLIN_INVENTORI,Low,2123,1750,6183,1390492800000
2014-01-23,USD,DOE_DISTIL_INVENTORI,Low,-3212,-500,-1023,1390492800000
2014-01-23,USD,KANSA_CITI_FED_MANF_ACTIV,Low,5,2,-3,1390492800000
2014-01-23,NZD,CRITE_CARD_SPEND,Low,-1.2,,3.5,1390528800000
2014-01-23,NZD,CRITE_CARD_SPEND,Medium,4.7,,6.9,1390528800000
2014-01-24,GBP,BBA_LOAN_HOUS_PURCHAS,Medium,46521,47300,45394,1390555800000
2014-01-24,CAD,CPI,Medium,-0.2,-0.2,0,1390570200000
2014-01-24,CAD,CPI,High,1.2,1.3,0.9,1390570200000
2014-01-24,CAD,BANK_CANADA_CPI_CORE,Medium,-0.4,-0.4,-0.1,1390570200000
2014-01-24,CAD,BANK_CANADA_CPI_CORE,High,1.3,1.3,1.1,1390570200000
2014-01-24,CAD,CPI,Low,0.2,,0.2,1390570200000
2014-01-24,CAD,CPI_CORE,Low,0.2,,0,1390570200000
2014-01-24,CAD,CPI,Low,122.7,,123,1390570200000
2014-01-26,NZD,PERFORM_SERVIC_INDEX,Medium,57.5,,56.4,1390772700000
2014-01-26,JPY,ADJUSTED_MERCHANDIS_TRADE_BALANC,Low,-1148.6,-1335.1,-1293.8,1390780200000
2014-01-26,JPY,MERCHANDIS_TRADE_EXPORT,Low,15.3,18,18.4,1390780200000
2014-01-26,JPY,MERCHANDIS_TRADE_IMPORT,Low,24.7,26.2,21.1,1390780200000
2014-01-26,JPY,MERCHANDIS_TRADE_BALANC_TOTAL,Medium,-1302.1,-1239.9,-1294.1,1390780200000
2014-01-27,EUR,GERMAN_IFO_BUSI_CLIMAT,Medium,110.6,110,109.5,1390813200000
2014-01-27,EUR,GERMAN_IFO_CURRENT_ASSESS,Medium,112.4,112.4,111.6,1390813200000
2014-01-27,EUR,GERMAN_IFO_EXPECT,Medium,108.9,108,107.4,1390813200000
2014-01-27,USD,NEW_HOME_SALE,Medium,-7,-1.9,-3.9,1390834800000
2014-01-27,USD,NEW_HOME_SALE,Low,414,455,445,1390834800000
2014-01-27,USD,DALLA_FED_MANUFACTUR_ACTIV,Low,3.8,3.5,3.7,1390836600000
2014-01-27,AUD,CONFER_BOARD_LEAD_INDEX,Medium,0.2,,0.5,1390863600000
2014-01-27,JPY,CORPOR_SERVIC_PRICE,Low,1.3,1.1,1.2,1390866600000
2014-01-27,AUD,NAB_BUSI_CONFID,Low,6,,6,1390869000000
2014-01-27,AUD,NAB_BUSI_CONDITION,Low,4,,-3,1390869000000
2014-01-27,CNY,INDUSTRI_PROFIT,Medium,12.2,,13.2,1390872600000
2014-01-28,JPY,SMALL_BUSI_CONFID,Medium,51.3,,51.1,1390885200000
2014-01-28,EUR,GERMAN_IMPORT_PRICE_INDEX,Low,-2.3,-2.2,-2.9,1390892400000
2014-01-28,CNY,LEAD_INDEX,Medium,99.48,,99.46,1390893420000
2014-01-28,GBP,GDP,High,2.8,2.8,1.9,1390901400000
2014-01-28,GBP,INDEX_SERVIC,Low,0.4,0.3,0.1,1390901400000
2014-01-28,GBP,INDEX_SERVIC,Low,0.8,0.7,0.8,1390901400000
2014-01-28,GBP,GDP,Medium,0.7,0.7,0.8,1390901400000
2014-01-28,USD,DURABL_GOOD_ORDER,High,-4.3,1.8,2.6,1390915800000
2014-01-28,USD,CAP_GOOD_ORDER_NONDEF_EX_AIR,Low,-1.3,0.3,2.6,1390915800000
2014-01-28,USD,CAP_GOOD_SHIP_NONDEF_EX_AIR,Low,-0.2,0.1,2.3,1390915800000
2014-01-28,USD,DURABL_EX_TRANSPORT,Medium,-1.6,0.6,0.1,1390915800000
2014-01-28,USD,SANDP_CASE_SHILLER_COMPOSIT,Low,13.71,13.8,13.61,1390917600000
2014-01-28,USD,SANDP_CASE_SHILLER_HOME_PRICE_INDEX,Low,165.8,165.72,165.9,1390917600000
2014-01-28,USD,SANDP_CS_CITI,Medium,0.88,0.8,1.05,1390917600000
2014-01-28,USD,CONSUM_CONFID,High,80.7,78,77.5,1390921200000
2014-01-28,USD,RICHMOND_FED_MANUFACTUR_INDEX,Low,12,13,13,1390921200000
2014-01-28,AUD,WESTPAC_LEAD_INDEX,Medium,0.1,,-0.1,1390951800000
2014-01-28,AUD,SKILL_VACANC,Low,-0.6,,0.2,1390953600000
2014-01-29,EUR,GERMAN_GFK_CONSUM_CONFID_SURVEI,Medium,8.2,7.6,7.7,1390978800000
2014-01-29,CHF,UBS_CONSUMPT,Medium,1.81,,1.4,1390978800000
2014-01-29,GBP,NATWID_HOUS_PRICE,Low,0.7,0.6,1.4,1390978800000
2014-01-29,GBP,NATWID_HOUS_PRICE,Low,8.8,8.5,8.4,1390978800000
2014-01-29,EUR,ZONE,Low,1,1.7,1.5,1390986000000
2014-01-29,EUR,ZONE,Low,1.3,1.5,1.6,1390986000000
2014-01-29,USD,MBA_MORTGAG_APPLIC,Medium,-0.2,,4.7,1390996800000
2014-01-29,USD,DOE_GASOLIN_INVENTORI,Low,-819,1600,2123,1391009400000
2014-01-29,USD,DOE_DISTIL_INVENTORI,Low,-4584,-2550,-3212,1391009400000
2014-01-29,USD,DOE_CRUDE_OIL_INVENTORI,Low,6421,2550,990,1391009400000
2014-01-29,USD,DOE_CUSH_OK_CRUDE_INVENTORI,Low,237,,722,1391009400000
2014-01-29,USD,FED_PACE,High,65,65,75,1391022000000
2014-01-29,USD,FED_PACE_PURCHAS_TREASURI,High,35,35,40,1391022000000
2014-01-29,USD,FED_PACE_PURCHAS_TREASURI,High,30,30,35,1391022000000
2014-01-29,USD,FERAL_OPEN_KET_COMMITTE_RATE_DECISION,High,0.25,0.25,0.25,1391022000000
2014-01-29,NZD,RESERV_BANK_NEW_ZEALAND_RATE_DECISION,High,2.5,2.5,2.5,1391025600000
2014-01-29,NZD,NET_MIGRAT,Low,2820,,2760,1391031900000
2014-01-29,NZD,BUILD_PERMIT,Low,7.6,-5,12.5,1391031900000
2014-01-29,JPY,LOAN_DISCOUNT_CORP,Low,2.24,,2.59,1391039400000
2014-01-29,JPY,JAPAN_BUI_FOREIGN_BOND,Medium,-357,,-289.5,1391039400000
2014-01-29,JPY,JAPAN_BUI_FOREIGN_STOCK,Medium,-152.7,,-50.6,1391039400000
2014-01-29,JPY,FOREIGN_BUI_JAPAN_BOND,Low,623.3,,-14.8,1391039400000
2014-01-29,JPY,FOREIGN_BUI_JAPAN_STOCK,Low,-154.6,,70.9,1391039400000
2014-01-29,JPY,RETAIL_TRADE,Medium,2.6,3.9,4.1,1391039400000
2014-01-29,JPY,RETAIL_TRADE,Low,0.8,0.3,2,1391039400000
2014-01-29,JPY,LARG_RETAIL_SALE,Medium,0.1,0.7,0.6,1391039400000
2014-01-29,AUD,HIA_NEW_HOME_SALE,Medium,-0.4,,7.5,1391040000000
2014-01-29,AUD,IMPORT_PRICE_INDEX,Low,-0.6,2,6.1,1391041800000
2014-01-29,AUD,EXPORT_PRICE_INDEX,Low,-0.5,-0.2,4.2,1391041800000
2014-01-29,CNY,HSBC_KIT_MANUFACTUR_PMI,Medium,49.5,49.6,50.5,1391046300000
2014-01-30,CHF,KOF_SWISS_LEAD,Medium,1.98,2,1.95,1391068800000
2014-01-30,EUR,GERMAN_UNEMPLOY_RATE,High,6.8,6.9,6.9,1391072100000
2014-01-30,EUR,GERMAN_UNEMPLOY_CHANG,High,-28,-5,-19,1391072100000
2014-01-30,GBP,NET_CONSUM_CRITE,Medium,0.6,0.7,0.7,1391074200000
2014-01-30,GBP,NET_LEND_SEC_DWELL,Medium,1.7,1.2,1.1,1391074200000
2014-01-30,GBP,MORTGAG_APPROV,Medium,71.6,72.9,70.8,1391074200000
2014-01-30,GBP,MONEI_SUPPLI,Low,-1.4,,0.1,1391074200000
2014-01-30,GBP,MONEI_SUPPLI,Low,0.2,,2.7,1391074200000
2014-01-30,GBP,UK_EX_IOFC_M_ANNUALISED,Low,3.7,5.2,5.1,1391074200000
2014-01-30,EUR,ZONE_ECONOM_CONFID,Medium,100.9,101,100.4,1391076000000
2014-01-30,EUR,ZONE_CONSUM_CONFID,Medium,-11.7,-11.7,-11.7,1391076000000
2014-01-30,EUR,ZONE_SERVIC_CONFID,Medium,2.3,0.8,0.4,1391076000000
2014-01-30,EUR,ZONE_INDUSTRI_CONFID,Medium,-3.9,-2.9,-3.4,1391076000000
2014-01-30,EUR,ZONE_BUSI_CLIMAT,Low,0.19,0.35,0.2,1391076000000
2014-01-30,EUR,GERMAN_CPI,High,1.3,1.5,1.4,1391086800000
2014-01-30,EUR,GERMAN_CPI_EU_HARMON,Medium,-0.7,-0.6,0.5,1391086800000
2014-01-30,EUR,GERMAN_CPI,Medium,-0.6,-0.4,0.4,1391086800000
2014-01-30,EUR,GERMAN_CPI_EU_HARMON,High,1.2,1.3,1.2,1391086800000
2014-01-30,CAD,AVERAG_WEEKLI_EARNING,Low,2.5,,1.6,1391088600000
2014-01-30,USD,GDP_ANNUALIZED,High,3.2,3.2,4.1,1391088600000
2014-01-30,USD,GDP_PRICE_INDEX,High,1.3,1.2,2,1391088600000
2014-01-30,USD,PERSON_CONSUMPT,High,3.3,3.7,2,1391088600000
2014-01-30,USD,CORE_PCE,High,1.1,1.1,1.4,1391088600000
2014-01-30,USD,JOBLESS_CLAIM,Medium,348,330,329,1391088600000
2014-01-30,USD,CONTINU_CLAIM,Medium,2991,3000,3007,1391088600000
2014-01-30,USD,PEND_HOME_SALE,Low,-8.7,-0.3,-0.3,1391094000000
2014-01-30,USD,PEND_HOME_SALE,Medium,-6.1,-0.3,-4.4,1391094000000
2014-01-30,USD,EIA_NATUR_GAS_STORAG_CHANG,Low,-230,-231,-107,1391095800000
2014-01-30,NZD,TRADE_BALANC,Medium,523,500,183,1391118300000
2014-01-30,NZD,EXPORT,Low,4.76,4.6,4.48,1391118300000
2014-01-30,NZD,IMPORT,Low,4.24,4,4.29,1391118300000
2014-01-30,NZD,BALANC,Medium,-259,-383,-248,1391118300000
2014-01-30,JPY,HOUSEHOLD_SPEND,Medium,0.7,1.1,0.2,1391124600000
2014-01-30,JPY,JOBLESS_RATE,Medium,3.7,3.9,4,1391124600000
2014-01-30,JPY,JOB_TO_APPLIC_RATIO,Low,1.03,1.01,1,1391124600000
2014-01-30,JPY,NATION_CPI_EX_FRESH_FOOD,Medium,1.3,1.2,1.2,1391124600000
2014-01-30,JPY,TOKYO_CPI,Low,0.7,0.8,0.9,1391124600000
2014-01-30,JPY,TOKYO_CPI_EX_FRESH_FOOD,Low,0.7,0.7,0.7,1391124600000
2014-01-30,JPY,NATION_CPI,High,1.6,1.5,1.5,1391124600000
2014-01-30,JPY,NOMURA_JMMA_MANUFACTUR_PURCHAS_MANAG_INDEX,Medium,56.6,,55.2,1391125500000
2014-01-30,JPY,INDUSTRI_PRODUCT,Low,1.1,1.3,-0.1,1391125800000
2014-01-30,JPY,INDUSTRI_PRODUCT,Medium,7.3,7.3,4.8,1391125800000
2014-01-30,GBP,GFK_CONSUM_CONFID_SURVEI,Medium,-7,-12,-13,1391126700000
2014-01-30,AUD,PRIVAT_SECTOR_CRITE,Low,0.5,0.4,0.3,1391128200000
2014-01-30,AUD,PRIVAT_SECTOR_CRITE,Medium,3.9,3.7,3.8,1391128200000
2014-01-30,AUD,PPI,Low,0.2,,1.3,1391128200000
2014-01-30,AUD,PPI,Low,1.9,,1.9,1391128200000
2014-01-30,NZD,MONEI_SUPPLI,Low,5.8,,6.7,1391133600000
2014-01-31,JPY,VEHICL_PRODUCT,Low,12.2,,10.2,1391140800000
2014-01-31,JPY,HOUS_START,Medium,18,13.6,14.1,1391144400000
2014-01-31,JPY,ANNUALIZED_HOUS_START,Medium,1.055,1,1.037,1391144400000
2014-01-31,JPY,CONSTRUCT_ORDER,Low,4.9,,2.2,1391144400000
2014-01-31,EUR,GERMAN_RETAIL_SALE,Medium,-2.4,1.9,1.1,1391151600000
2014-01-31,EUR,GERMAN_RETAIL_SALE,Low,-2.5,0.2,0.9,1391151600000
2014-01-31,EUR,ITALIAN_UNEMPLOY_RATE,Low,12.7,12.8,12.8,1391158800000
2014-01-31,GBP,LLOYD_BUSI_BAROMET,Low,63,,48,1391160600000
2014-01-31,EUR,ZONE_CPI_ESTIM,High,0.7,0.9,0.8,1391162400000
2014-01-31,EUR,ZONE_UNEMPLOY_RATE,Medium,12,12.1,12,1391162400000
2014-01-31,EUR,ZONE_CPI_CORE,High,0.8,0.8,0.7,1391162400000
2014-01-31,CAD,GDP,Medium,0.2,0.2,0.3,1391175000000
2014-01-31,USD,EMPLOY_COST_INDEX,Low,0.5,0.4,0.4,1391175000000
2014-01-31,USD,PCE_CORE,Low,0.1,0.1,0.1,1391175000000
2014-01-31,CAD,GDP,High,2.6,2.6,2.7,1391175000000
2014-01-31,USD,PERSON_SPEND,Medium,0.4,0.2,0.6,1391175000000
2014-01-31,USD,PCE_DEFLAT,Low,0.2,0.2,0,1391175000000
2014-01-31,USD,PCE_DEFLAT,Low,1.1,1.1,0.9,1391175000000
2014-01-31,USD,PCE_CORE,Medium,1.2,1.2,1.1,1391175000000
2014-01-31,USD,CHICAGO_PURCHAS_MANAG,Medium,59.6,59,60.8,1391179500000
2014-01-31,USD,UOF_MICHIGAN_CONFID,Medium,81.2,81,80.4,1391180100000
2014-01-31,CNY,MANUFACTUR_PMI,High,50.5,50.5,51,1391216400000
2014-02-02,AUD,AIG_PERFORM_MANUFACTUR_INDEX,Medium,46.7,,47.6,1391380200000
2014-02-02,AUD,RPDATA_RISK_HOUS_PX,Low,1.2,,1.4,1391382000000
2014-02-02,AUD,TD_SECUR_INFLAT,Low,0.1,,0.7,1391383800000
2014-02-02,AUD,TD_SECUR_INFLAT,Low,2.5,,2.7,1391383800000
2014-02-02,GBP,HOMETRACK_HOUS_SURVEI,Low,0.3,,0.5,1391385660000
2014-02-02,GBP,HOMETRACK_HOUS_SURVEI,Low,4.8,,4.4,1391385660000
2014-02-02,AUD,BUILD_APPROV,Low,-2.9,-0.5,-0.3,1391387400000
2014-02-02,AUD,BUILD_APPROV,Low,21.8,23.4,23.6,1391387400000
2014-02-02,AUD,ANZ_JOB_ADVERTIS,Low,-0.3,,-0.8,1391387400000
2014-02-02,CNY,NON_MANUFACTUR_PMI,Medium,53.4,,54.6,1391389200000
2014-02-03,JPY,VEHICL_SALE,Low,27.5,,18.7,1391403600000
2014-02-03,AUD,RBA_COMMOD_INDEX_SDR,Low,-9.9,,-3.6,1391405400000
2014-02-03,AUD,COMMOD_INDEX,Low,91.5,,92.5,1391405400000
2014-02-03,CHF,PROCURECH_PURCHAS_MANAG_INDEX,Medium,56.1,55,55,1391416200000
2014-02-03,EUR,ITALIAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,53.1,53.2,53.3,1391417100000
2014-02-03,EUR,FRENCH_PURCHAS_MANAG_INDEX_MANUFACTUR,Low,49.3,48.8,48.8,1391417400000
2014-02-03,EUR,GERMAN_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,56.5,56.3,56.3,1391417700000
2014-02-03,EUR,ZONE_PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,54,53.9,53.9,1391418000000
2014-02-03,GBP,PURCHAS_MANAG_INDEX_MANUFACTUR,Medium,56.7,57.3,57.2,1391419800000
2014-02-03,CAD,INDUSTRI_PRODUCT_PRICE,Low,0.7,0.3,0.2,1391434200000
2014-02-03,CAD,RAW_MATERI_PRICE_INDEX,Low,1.9,2,-4.2,1391434200000
